"text","href"
"voice for all those who your ALS represents","https://atlarge.icann.org/get-involved/about-als"
"Here’s where to find them","https://www.icann.org/public-comments"
"offer fellowships","https://www.icann.org/fellowshipprogram"
"ICANN59 in Johannesburg","https://meetings.icann.org/en/johannesburg59"
"Web Development","https://medium.freecodecamp.com/tagged/web-development?source=post"
"Tech","https://medium.freecodecamp.com/tagged/tech?source=post"
"Technology","https://medium.freecodecamp.com/tagged/technology?source=post"
"Startup","https://medium.freecodecamp.com/tagged/startup?source=post"
"Politics","https://medium.freecodecamp.com/tagged/politics?source=post"
"","https://medium.freecodecamp.com/@nikodonnell?source=footer_card"
"","https://medium.freecodecamp.com?source=footer_card"
"","https://backchannel.com?source=logo-lo_3c323103f02---d16afa0ae7c"
"","https://twitter.com/backchnnl"
"","https://facebook.com/backchnnl"
"Sign in / Sign up","https://medium.com/m/signin?redirect=https%3A%2F%2Fbackchannel.com%2Fjack-dorsey-on-donald-trump-9864d2e542f4%3Fsource%3Dreading_list---4------2-----------"
"Home","https://backchannel.com"
"Google","https://backchannel.com/tagged/google"
"Facebook","https://backchannel.com/tagged/facebook"
"Apple","https://backchannel.com/tagged/apple"
"Politics","https://backchannel.com/tagged/politics"
"From the Editors","https://backchannel.com/tagged/letters"
"Subscribe to our newsletter!","http://upsr.be/61faa2/"
"","https://backchannel.com/search"
"","https://backchannel.com/@stevenlevy?source=post_header_lockup"
"Jack Dorsey","https://medium.com/@jack"
"a message","https://twitter.com/jack/status/20?lang=en"
"Facebook","https://www.facebook.com/backchnnl/"
"reported","http://files.shareholder.com/downloads/AMDA-2F526X/4337107396x0x939175/D7BAFE57-DCBD-42E9-9909-7F587047FCED/Q117_Shareholder_Letter.pdf"
"more than a decade","https://www.wired.com/2009/10/ff_twitter/"
"followed him","https://www.wired.com/2012/06/ff_dorsey/"
"Treasury Secretary says","https://www.theatlantic.com/business/archive/2017/03/mnuchin-ai/520791/"
"Sandra Upson","https://medium.com/@sandraupson?source=post_page"
"Twitter","https://backchannel.com/tagged/twitter?source=post"
"Social Media","https://backchannel.com/tagged/social-media?source=post"
"Donald Trump","https://backchannel.com/tagged/donald-trump?source=post"
"Politics","https://backchannel.com/tagged/politics?source=post"
"Tech","https://backchannel.com/tagged/tech?source=post"
"","https://backchannel.com/@stevenlevy?source=footer_card"
"","https://backchannel.com?source=footer_card"
"Sign in / Sign up","https://medium.com/m/signin?redirect=https%3A%2F%2Fmedium.com%2F%40sgblank"
"Business","https://medium.com/tag/business"
"Entrepreneurship","https://medium.com/tag/entrepreneurship"
"Startup","https://medium.com/tag/startup"
"7 Following","https://medium.com/@sgblank/following"
"66K Followers","https://medium.com/@sgblank/followers"
"","https://twitter.com/sgblank"
"Latest","https://medium.com/@sgblank/latest"
"steve blank","https://medium.com/@sgblank?source=user_profile---------1-----------"
"Startup Grind","https://medium.com/startup-grind?source=user_profile---------1-----------"
"Apr 25","https://medium.com/startup-grind/why-companies-are-not-startups-41e5785e0b4e?source=user_profile---------1-----------"
"21 responses","https://medium.com/startup-grind/why-companies-are-not-startups-41e5785e0b4e?source=user_profile---------1-----------#--responses"
"steve blank","https://medium.com/@sgblank?source=user_profile---------2-----------"
"Startup Grind","https://medium.com/startup-grind?source=user_profile---------2-----------"
"Apr 18","https://medium.com/startup-grind/intel-disrupted-why-large-companies-find-it-difficult-to-innovate-and-what-they-can-do-about-it-1851e643431b?source=user_profile---------2-----------"
"17 responses","https://medium.com/startup-grind/intel-disrupted-why-large-companies-find-it-difficult-to-innovate-and-what-they-can-do-about-it-1851e643431b?source=user_profile---------2-----------#--responses"
"steve blank","https://medium.com/@sgblank?source=user_profile---------3-----------"
"Startup Grind","https://medium.com/startup-grind?source=user_profile---------3-----------"
"Apr 17","https://medium.com/startup-grind/everything-you-ever-wanted-to-know-about-marketing-communications-f4cefe4bd6a?source=user_profile---------3-----------"
"6 responses","https://medium.com/startup-grind/everything-you-ever-wanted-to-know-about-marketing-communications-f4cefe4bd6a?source=user_profile---------3-----------#--responses"
"text","href"
"Homepage","https://medium.com/"
"Sign in / Sign up","https://medium.com/m/signin?redirect=https%3A%2F%2Fmedium.com%2F"
"","https://medium.com/search"
"Get started","https://medium.com/m/app"
"Popular on Medium","https://medium.com/topic/popular"
"Staff picks","https://medium.com/topic/editors-picks"
"World","https://medium.com/topic/world"
"Future","https://medium.com/topic/future"
"Life","https://medium.com/topic/life"
"Culture","https://medium.com/topic/culture"
"Work","https://medium.com/topic/work"
"Digital Design","https://medium.com/topic/digital-design"
"Bookmarks","https://medium.com/browse/bookmarks"
"The Domain Name System (DNS) is the backbone of the internet. Here’s how it all works.","https://medium.freecodecamp.com/the-domain-name-system-dns-is-the-backbone-of-the-internet-heres-how-it-all-works-5706d0afa0fa?source=reading_list---4------0-----------"
"","https://medium.freecodecamp.com/@nikodonnell"
"the three hot trends in Silicon Valley horseshit","https://medium.com/@freddiedeboer/the-three-hot-trends-in-silicon-valley-horseshit-95cc5a85e8a4?source=reading_list---4------1-----------"
"","https://medium.com/@freddiedeboer"
"Jack Dorsey on Donald Trump","https://backchannel.com/jack-dorsey-on-donald-trump-9864d2e542f4?source=reading_list---4------2-----------"
"","https://backchannel.com/@stevenlevy"
"Why Companies Are Not Startups","https://medium.com/startup-grind/why-companies-are-not-startups-41e5785e0b4e?source=reading_list---4------3-----------"
"","https://medium.com/@sgblank"
"Ten Things That Have Come Out Of My Mouth About The “Ten Bands” Thing On Facebook","https://theawl.com/ten-things-that-have-come-out-of-my-mouth-about-the-ten-bands-thing-on-facebook-647b9ef2fcf1?source=reading_list---4------0-----------"
"","https://theawl.com/@sarahlovescali"
"Three Things I Lost","https://medium.com/@priya_ebooks/three-things-i-lost-580108ca0a2c?source=reading_list---4------1-----------"
"","https://medium.com/@priya_ebooks"
"We spent months bracing and preparing for the death of our daughter.","https://medium.com/@royceyoung/we-spent-months-bracing-and-preparing-for-the-death-of-our-daughter-79f357dd254d?source=reading_list---4------2-----------"
"","https://medium.com/@royceyoung"
"The Youngest Guy in the RoomBeing named to the TIME 100 list was surprising, amazing, and more than a little overwhelming. Going to the official gala was no different.","https://medium.com/@GavinGrimmVA/the-youngest-guy-in-the-room-e7a3a989da96?source=reading_list---4------3-----------"
"","https://medium.com/@GavinGrimmVA"
"What Is Bernie’s Strategy?","https://medium.com/@bonannyc/what-is-bernies-strategy-73afc47a1b93?source=reading_list---4------0-----------"
"","https://medium.com/@bonannyc"
"Federal Court Calls Trump’s Threats to Defund Sanctuary Cities Unconstitutional","https://medium.com/aclu/federal-court-calls-trumps-threats-to-defund-sanctuary-cities-unconstitutional-109aa68363e9?source=reading_list---4------1-----------"
"","https://medium.com/@aclu"
"5 Pro Tips for Talking to Kids About Climate Change (Without Freaking Them Out)","https://medium.com/rainforest-alliance/5-pro-tips-for-talking-to-kids-about-climate-change-without-freaking-them-out-94d4ae27a2b9?source=reading_list---4------2-----------"
"","https://medium.com/@RnfrstAlliance"
"The Far Left Is Still Out Of Touch With Black Voters","https://theestablishment.co/the-far-left-is-still-out-of-touch-with-black-voters-90194cfddba6?source=reading_list---4------3-----------"
"","https://theestablishment.co/@marcushjohnson"
"Next-Door Neighbors: The Human Aspect of Cuban-American Relations","https://medium.com/@DidacticDave/after-decades-of-military-commercial-and-political-conflict-it-can-be-hard-to-put-your-thumb-on-db41cc4c0a02?source=reading_list---4------4-----------"
"","https://medium.com/@DidacticDave"
"Welcome, robot overlords","https://medium.com/bloomberg/welcome-robot-overlords-7dd73d0eb86f?source=reading_list---4------0-----------"
"","https://medium.com/@chafkin"
"There is no such thing as “internet addiction”","https://medium.com/enrique-dans/there-is-no-such-thing-as-internet-addiction-5ecb86906b1f?source=reading_list---4------1-----------"
"","https://medium.com/@edans"
"Imperfection is the only thing we will have left","https://thedisruptivefuture.com/imperfection-is-the-only-thing-we-will-have-left-f4eb8330d976?source=reading_list---4------2-----------"
"","https://thedisruptivefuture.com/@realronmcdaniel"
"Blockchain: The Pro's and Con's of a Technology that Will Affect our Future","https://medium.com/totvslabs/blockchain-the-pros-and-con-s-of-a-technology-that-will-affect-our-future-f67037da7d64?source=reading_list---4------3-----------"
"","https://medium.com/@katherine.casey"
"Silicon Valley Needs to Stop Pimping Out Patients to Alleviate White Guilt","https://thedevelopmentset.com/silicon-valley-needs-to-stop-pimping-out-patients-to-alleviate-white-guilt-bc94b4a17885?source=reading_list---4------4-----------"
"","https://thedevelopmentset.com/@jfoth"
"It’s Just a Job","https://medium.com/@joshparcell/its-just-a-job-6e53e2ab2939?source=reading_list---4------0-----------"
"","https://medium.com/@joshparcell"
"Breaking Up With Sephora","https://thebillfold.com/breaking-up-with-sephora-263087e64d49?source=reading_list---4------1-----------"
"","https://thebillfold.com/@janineannett"
"How to Avoid Becoming a Pod Person","https://movietime.guru/how-to-avoid-becoming-a-pod-person-87d3da4e101d?source=reading_list---4------2-----------"
"","https://movietime.guru/@rossjedwards"
"The Life of a Millenial Burn(t) Out","https://medium.com/@jessibowtf/the-life-of-a-millenial-burn-t-out-16ebe64e5174?source=reading_list---4------3-----------"
"","https://medium.com/@jessibowtf"
"Living It Up at the Hotel California","https://medium.com/stories-ive-been-meaning-to-tell-you/living-it-up-at-the-hotel-california-b520690f69fa?source=reading_list---4------4-----------"
"","https://medium.com/@andyromanoff"
"From Snowflake to Trumpkin: How political slang is killing the discourse","https://extranewsfeed.com/from-snowflake-to-trumpkin-how-political-slang-is-killing-the-discourse-f8af76a663f5?source=reading_list---4------0-----------"
"","https://extranewsfeed.com/@Goodsvejk"
"Margaret Atwood Is Still Seeing the Future","https://theringer.com/handmaids-tale-margaret-atwood-novel-hulu-adaptation-22a8a87629aa?source=reading_list---4------1-----------"
"","https://theringer.com/@alison.herman"
"Kendrick Lamar Is Hip-Hop’s King—But for How Long?","https://medium.com/@PaulCantor/kendrick-lamar-is-hip-hops-king-but-for-how-long-5a3ae25d4e3d?source=reading_list---4------2-----------"
"","https://medium.com/@PaulCantor"
"Everything Goes Dumb, Part 1: A Retrospective On Streetlight Manifesto’s 2003 Debut AlbumEvery so often, I’ll try and hunt down something on my iPod that I don’t listen to anymore as a way to seek some small thrill out of re…","https://medium.com/@rudehunch/everything-goes-dumb-part-1-a-retrospective-on-streetlight-manifestos-2003-debut-album-87b7f9028630?source=reading_list---4------3-----------"
"","https://medium.com/@rudehunch"
"Opinion: Can you separate the artist from their art? Should you?","https://medium.com/@ebonstorm/opinion-can-you-separate-the-artist-from-their-art-should-you-5a51ad54530a?source=reading_list---4------4-----------"
"","https://medium.com/@ebonstorm"
"The Skill That Grew My Company 600%","https://medium.com/swlh/the-skill-that-grew-my-company-600-753e97195cdc?source=reading_list---4------0-----------"
"","https://medium.com/@mitchellharper"
"What My Obsession with Snapchat Taught Me About Personal Branding","https://startupsventurecapital.com/what-my-obsession-with-snapchat-taught-me-about-personal-branding-3920f8914861?source=reading_list---4------1-----------"
"","https://startupsventurecapital.com/@JessicaZweig_"
"Never ever be passionate.","https://medium.com/do-contribute/never-ever-be-passionate-d84a4554bda8?source=reading_list---4------2-----------"
"","https://medium.com/@dolectures"
"Why I want my employees to leave their jobs","https://medium.com/startup-grind/why-i-want-my-employees-to-leave-their-jobs-95a652f519fb?source=reading_list---4------3-----------"
"","https://medium.com/@invoker"
"What world-class communicators do differently: 3 lessons from neuroscience","https://medium.com/the-mission/what-world-class-communicators-do-differently-3-lessons-from-neuroscience-37c5f29b9837?source=reading_list---4------4-----------"
"","https://medium.com/@Ellie_"
"The search for a better accessibility symbol is solving the wrong design problem","https://medium.com/@alexhaagaard/the-search-for-a-better-accessibility-symbol-is-solving-the-wrong-design-problem-894e6d5e8044?source=reading_list---4------0-----------"
"","https://medium.com/@alexhaagaard"
"0 to 60 brand design","https://medium.com/@kellyrauwerdink/0-to-60-brand-design-b695878a4c16?source=reading_list---4------1-----------"
"","https://medium.com/@kellyrauwerdink"
"How to analyze usability from motion","https://medium.com/ux-in-motion/how-to-analyze-usability-from-motion-a0fef627b4ee?source=reading_list---4------2-----------"
"","https://medium.com/@ux_in_motion"
"How Facebook will kill the gradient","https://medium.muz.li/how-facebook-killed-the-gradient-6eebdf1110f0?source=reading_list---4------3-----------"
"","https://medium.muz.li/@brittanyjezouit"
"Gamification in UX. Increasing User Engagement.","https://uxplanet.org/gamification-in-ux-increasing-user-engagement-6437cbf702aa?source=reading_list---4------4-----------"
"","https://uxplanet.org/@tubikstudio"
"Help","https://help.medium.com"
"Status","https://medium.statuspage.io"
"Blog","https://medium.com/3minread"
"Careers","https://jobs.medium.com"
"Privacy","https://medium.com/policy/f03bf92035c9"
"Terms","https://medium.com/policy/9db0094a1e0f"
"About","https://about.medium.com"
"iOS","https://itunes.apple.com/app/medium-everyones-stories/id828256236?pt=698524&mt=8"
"Android","https://play.google.com/store/apps/details?id=com.medium.reader"
"Sign in / Sign up","https://medium.com/m/signin?redirect=https%3A%2F%2Fmedium.com%2Fsearch"
"text","href"
"Homepage","https://medium.com/"
"Sign in / Sign up","https://medium.com/m/signin?redirect=https%3A%2F%2Fmedium.com%2F"
"","https://medium.com/search"
"Get started","https://medium.com/m/app"
"Popular on Medium","https://medium.com/topic/popular"
"Staff picks","https://medium.com/topic/editors-picks"
"World","https://medium.com/topic/world"
"Future","https://medium.com/topic/future"
"Life","https://medium.com/topic/life"
"Culture","https://medium.com/topic/culture"
"Work","https://medium.com/topic/work"
"Digital Design","https://medium.com/topic/digital-design"
"Bookmarks","https://medium.com/browse/bookmarks"
"The Domain Name System (DNS) is the backbone of the internet. Here’s how it all works.","https://medium.freecodecamp.com/the-domain-name-system-dns-is-the-backbone-of-the-internet-heres-how-it-all-works-5706d0afa0fa?source=reading_list---4------0-----------"
"","https://medium.freecodecamp.com/@nikodonnell"
"the three hot trends in Silicon Valley horseshit","https://medium.com/@freddiedeboer/the-three-hot-trends-in-silicon-valley-horseshit-95cc5a85e8a4?source=reading_list---4------1-----------"
"","https://medium.com/@freddiedeboer"
"Jack Dorsey on Donald Trump","https://backchannel.com/jack-dorsey-on-donald-trump-9864d2e542f4?source=reading_list---4------2-----------"
"","https://backchannel.com/@stevenlevy"
"Why Companies Are Not Startups","https://medium.com/startup-grind/why-companies-are-not-startups-41e5785e0b4e?source=reading_list---4------3-----------"
"","https://medium.com/@sgblank"
"Ten Things That Have Come Out Of My Mouth About The “Ten Bands” Thing On Facebook","https://theawl.com/ten-things-that-have-come-out-of-my-mouth-about-the-ten-bands-thing-on-facebook-647b9ef2fcf1?source=reading_list---4------0-----------"
"","https://theawl.com/@sarahlovescali"
"Three Things I Lost","https://medium.com/@priya_ebooks/three-things-i-lost-580108ca0a2c?source=reading_list---4------1-----------"
"","https://medium.com/@priya_ebooks"
"We spent months bracing and preparing for the death of our daughter.","https://medium.com/@royceyoung/we-spent-months-bracing-and-preparing-for-the-death-of-our-daughter-79f357dd254d?source=reading_list---4------2-----------"
"","https://medium.com/@royceyoung"
"The Youngest Guy in the RoomBeing named to the TIME 100 list was surprising, amazing, and more than a little overwhelming. Going to the official gala was no different.","https://medium.com/@GavinGrimmVA/the-youngest-guy-in-the-room-e7a3a989da96?source=reading_list---4------3-----------"
"","https://medium.com/@GavinGrimmVA"
"What Is Bernie’s Strategy?","https://medium.com/@bonannyc/what-is-bernies-strategy-73afc47a1b93?source=reading_list---4------0-----------"
"","https://medium.com/@bonannyc"
"Federal Court Calls Trump’s Threats to Defund Sanctuary Cities Unconstitutional","https://medium.com/aclu/federal-court-calls-trumps-threats-to-defund-sanctuary-cities-unconstitutional-109aa68363e9?source=reading_list---4------1-----------"
"","https://medium.com/@aclu"
"5 Pro Tips for Talking to Kids About Climate Change (Without Freaking Them Out)","https://medium.com/rainforest-alliance/5-pro-tips-for-talking-to-kids-about-climate-change-without-freaking-them-out-94d4ae27a2b9?source=reading_list---4------2-----------"
"","https://medium.com/@RnfrstAlliance"
"The Far Left Is Still Out Of Touch With Black Voters","https://theestablishment.co/the-far-left-is-still-out-of-touch-with-black-voters-90194cfddba6?source=reading_list---4------3-----------"
"","https://theestablishment.co/@marcushjohnson"
"Next-Door Neighbors: The Human Aspect of Cuban-American Relations","https://medium.com/@DidacticDave/after-decades-of-military-commercial-and-political-conflict-it-can-be-hard-to-put-your-thumb-on-db41cc4c0a02?source=reading_list---4------4-----------"
"","https://medium.com/@DidacticDave"
"Welcome, robot overlords","https://medium.com/bloomberg/welcome-robot-overlords-7dd73d0eb86f?source=reading_list---4------0-----------"
"","https://medium.com/@chafkin"
"There is no such thing as “internet addiction”","https://medium.com/enrique-dans/there-is-no-such-thing-as-internet-addiction-5ecb86906b1f?source=reading_list---4------1-----------"
"","https://medium.com/@edans"
"Imperfection is the only thing we will have left","https://thedisruptivefuture.com/imperfection-is-the-only-thing-we-will-have-left-f4eb8330d976?source=reading_list---4------2-----------"
"","https://thedisruptivefuture.com/@realronmcdaniel"
"Blockchain: The Pro's and Con's of a Technology that Will Affect our Future","https://medium.com/totvslabs/blockchain-the-pros-and-con-s-of-a-technology-that-will-affect-our-future-f67037da7d64?source=reading_list---4------3-----------"
"","https://medium.com/@katherine.casey"
"Silicon Valley Needs to Stop Pimping Out Patients to Alleviate White Guilt","https://thedevelopmentset.com/silicon-valley-needs-to-stop-pimping-out-patients-to-alleviate-white-guilt-bc94b4a17885?source=reading_list---4------4-----------"
"","https://thedevelopmentset.com/@jfoth"
"It’s Just a Job","https://medium.com/@joshparcell/its-just-a-job-6e53e2ab2939?source=reading_list---4------0-----------"
"","https://medium.com/@joshparcell"
"Breaking Up With Sephora","https://thebillfold.com/breaking-up-with-sephora-263087e64d49?source=reading_list---4------1-----------"
"","https://thebillfold.com/@janineannett"
"How to Avoid Becoming a Pod Person","https://movietime.guru/how-to-avoid-becoming-a-pod-person-87d3da4e101d?source=reading_list---4------2-----------"
"","https://movietime.guru/@rossjedwards"
"The Life of a Millenial Burn(t) Out","https://medium.com/@jessibowtf/the-life-of-a-millenial-burn-t-out-16ebe64e5174?source=reading_list---4------3-----------"
"","https://medium.com/@jessibowtf"
"Living It Up at the Hotel California","https://medium.com/stories-ive-been-meaning-to-tell-you/living-it-up-at-the-hotel-california-b520690f69fa?source=reading_list---4------4-----------"
"","https://medium.com/@andyromanoff"
"From Snowflake to Trumpkin: How political slang is killing the discourse","https://extranewsfeed.com/from-snowflake-to-trumpkin-how-political-slang-is-killing-the-discourse-f8af76a663f5?source=reading_list---4------0-----------"
"","https://extranewsfeed.com/@Goodsvejk"
"Margaret Atwood Is Still Seeing the Future","https://theringer.com/handmaids-tale-margaret-atwood-novel-hulu-adaptation-22a8a87629aa?source=reading_list---4------1-----------"
"","https://theringer.com/@alison.herman"
"Kendrick Lamar Is Hip-Hop’s King—But for How Long?","https://medium.com/@PaulCantor/kendrick-lamar-is-hip-hops-king-but-for-how-long-5a3ae25d4e3d?source=reading_list---4------2-----------"
"","https://medium.com/@PaulCantor"
"Everything Goes Dumb, Part 1: A Retrospective On Streetlight Manifesto’s 2003 Debut AlbumEvery so often, I’ll try and hunt down something on my iPod that I don’t listen to anymore as a way to seek some small thrill out of re…","https://medium.com/@rudehunch/everything-goes-dumb-part-1-a-retrospective-on-streetlight-manifestos-2003-debut-album-87b7f9028630?source=reading_list---4------3-----------"
"","https://medium.com/@rudehunch"
"Opinion: Can you separate the artist from their art? Should you?","https://medium.com/@ebonstorm/opinion-can-you-separate-the-artist-from-their-art-should-you-5a51ad54530a?source=reading_list---4------4-----------"
"","https://medium.com/@ebonstorm"
"The Skill That Grew My Company 600%","https://medium.com/swlh/the-skill-that-grew-my-company-600-753e97195cdc?source=reading_list---4------0-----------"
"","https://medium.com/@mitchellharper"
"What My Obsession with Snapchat Taught Me About Personal Branding","https://startupsventurecapital.com/what-my-obsession-with-snapchat-taught-me-about-personal-branding-3920f8914861?source=reading_list---4------1-----------"
"","https://startupsventurecapital.com/@JessicaZweig_"
"Never ever be passionate.","https://medium.com/do-contribute/never-ever-be-passionate-d84a4554bda8?source=reading_list---4------2-----------"
"","https://medium.com/@dolectures"
"Why I want my employees to leave their jobs","https://medium.com/startup-grind/why-i-want-my-employees-to-leave-their-jobs-95a652f519fb?source=reading_list---4------3-----------"
"","https://medium.com/@invoker"
"What world-class communicators do differently: 3 lessons from neuroscience","https://medium.com/the-mission/what-world-class-communicators-do-differently-3-lessons-from-neuroscience-37c5f29b9837?source=reading_list---4------4-----------"
"","https://medium.com/@Ellie_"
"The search for a better accessibility symbol is solving the wrong design problem","https://medium.com/@alexhaagaard/the-search-for-a-better-accessibility-symbol-is-solving-the-wrong-design-problem-894e6d5e8044?source=reading_list---4------0-----------"
"","https://medium.com/@alexhaagaard"
"0 to 60 brand design","https://medium.com/@kellyrauwerdink/0-to-60-brand-design-b695878a4c16?source=reading_list---4------1-----------"
"","https://medium.com/@kellyrauwerdink"
"How to analyze usability from motion","https://medium.com/ux-in-motion/how-to-analyze-usability-from-motion-a0fef627b4ee?source=reading_list---4------2-----------"
"","https://medium.com/@ux_in_motion"
"How Facebook will kill the gradient","https://medium.muz.li/how-facebook-killed-the-gradient-6eebdf1110f0?source=reading_list---4------3-----------"
"","https://medium.muz.li/@brittanyjezouit"
"Gamification in UX. Increasing User Engagement.","https://uxplanet.org/gamification-in-ux-increasing-user-engagement-6437cbf702aa?source=reading_list---4------4-----------"
"","https://uxplanet.org/@tubikstudio"
"Help","https://help.medium.com"
"Status","https://medium.statuspage.io"
"Blog","https://medium.com/3minread"
"Careers","https://jobs.medium.com"
"Privacy","https://medium.com/policy/f03bf92035c9"
"Terms","https://medium.com/policy/9db0094a1e0f"
"About","https://about.medium.com"
"iOS","https://itunes.apple.com/app/medium-everyones-stories/id828256236?pt=698524&mt=8"
"Android","https://play.google.com/store/apps/details?id=com.medium.reader"
"Sign in / Sign up","https://medium.com/m/signin?redirect=https%3A%2F%2Fmedium.com%2Fsearch"
"Sign in / Sign up","https://medium.com/m/signin?redirect=https%3A%2F%2Fmedium.com%2Ftopic%2Fpopular"
"Jack Dorsey on Donald Trump","https://backchannel.com/jack-dorsey-on-donald-trump-9864d2e542f4?source=topic---8------0-----------"
"","https://medium.com/@stevenlevy"
"The Domain Name System (DNS) is the backbone of the internet. Here’s how it all works.","https://medium.freecodecamp.com/the-domain-name-system-dns-is-the-backbone-of-the-internet-heres-how-it-all-works-5706d0afa0fa?source=topic---8------2-----------"
"","https://medium.com/@nikodonnell"
"Why Companies Are Not Startups","https://medium.com/startup-grind/why-companies-are-not-startups-41e5785e0b4e?source=topic---8------3-----------"
"the three hot trends in Silicon Valley horseshit","https://medium.com/@freddiedeboer/the-three-hot-trends-in-silicon-valley-horseshit-95cc5a85e8a4?source=topic---8------1-----------"
"On Policing Disability","https://medium.com/@carolynzaikowski/on-policing-disability-5524145d0528?source=topic---8------4-----------"
"","https://medium.com/@carolynzaikowski"
"10 Things You Can Do This Morning To Heal Your Anxiety","https://medium.com/personal-growth/10-things-you-can-do-this-morning-to-heal-your-anxiety-d1e320aef4b1?source=topic---8------0-----------"
"","https://medium.com/@benjaminjfoley"
"The Myth of a Superhuman AI","https://backchannel.com/the-myth-of-a-superhuman-ai-59282b686c62?source=topic---8------2-----------"
"","https://medium.com/@kevin2kelly_95328"
"Kevin Kelly","https://backchannel.com/@kevin2kelly_95328"
"Coding on a Chromebook","https://headmelted.com/coding-on-a-chromebook-84335cce96c8?source=topic---8------3-----------"
"","https://medium.com/@headmelted"
"Jay Rodgers","https://headmelted.com/@headmelted"
"What I Hate About Dating Women vs What I Hate About Dating Men","https://medium.com/@emmalindsay/what-i-hate-about-dating-women-vs-what-i-hate-about-dating-men-bb2699ba182b?source=topic---8------1-----------"
"","https://medium.com/@emmalindsay"
"The Familiar Lousiness of the ESPN Layoffs","https://theringer.com/espn-layoffs-d7fad2feb8d5?source=topic---8------4-----------"
"","https://medium.com/@bryancurtis"
"Bryan Curtis","https://theringer.com/@bryancurtis"
"Anything Is Possible If You’re Willing to Put In the Work","https://journal.thriveglobal.com/anything-is-possible-if-you-pay-the-price-299fa795d710?source=topic---8------0-----------"
"","https://medium.com/@benjaminhardy"
"Benjamin P. Hardy","https://journal.thriveglobal.com/@benjaminhardy"
"10 Rules to Follow When Composing a Photo","https://medium.com/photographytalk/10-rules-to-follow-when-composing-a-photo-a000f5fbfd7a?source=topic---8------1-----------"
"","https://medium.com/@PhotographyTalk"
"52 Research Terms you need to know as a UX Designer","https://uxplanet.org/51-research-terms-you-need-to-know-as-a-ux-designer-fac0d40a59d7?source=topic---8------2-----------"
"","https://medium.com/@ligertwoodguy"
"Guy Ligertwood","https://uxplanet.org/@ligertwoodguy"
"Bill O’Reilly Is in Exile","https://theringer.com/bill-oreilly-fox-podcast-no-spin-news-cdf9f29b2739?source=topic---8------0-----------"
"Massive Open Online Courses used to be 100% free. But they didn’t stay that way.","https://medium.freecodecamp.com/massive-open-online-courses-started-out-completely-free-but-where-are-they-now-1dd1020f59?source=topic---8------1-----------"
"","https://medium.com/@dhawalhs"
"Dhawal Shah","https://medium.freecodecamp.com/@dhawalhs"
"How To Hug The Man That Killed Your Wife","https://medium.com/vegar/how-to-hug-the-man-that-killed-your-wife-6f68c2ef57ac?source=topic---8------2-----------"
"","https://medium.com/@vegars"
"This 10-Minute Routine Will Increase Your Clarity And Creativity","https://journal.thriveglobal.com/this-10-minute-routine-will-increase-your-clarity-and-creativity-b095efe8d815?source=topic---8------0-----------"
"How I Get Shit Done Despite Having ADD: Here’s What You Can Learn From my Experiences","https://medium.com/the-mission/how-i-get-shit-done-despite-having-add-heres-what-you-can-learn-from-my-experiences-a602a028855c?source=topic---8------2-----------"
"","https://medium.com/@skooloflife"
"The Four Part Framework to Naturally Heal Your Anxiety","https://medium.com/personal-growth/the-four-part-framework-to-naturally-heal-your-anxiety-22226ce6020a?source=topic---8------3-----------"
"Would You Survive a Movie Gunfight?","https://theringer.com/would-you-survive-a-movie-gunfight-21fbfa875dc6?source=topic---8------1-----------"
"","https://medium.com/@shea.sherrano"
"Shea Serrano","https://theringer.com/@shea.sherrano"
"Don’t Promise","https://m.signalvnoise.com/dont-promise-6433aaf9c9c9?source=topic---8------4-----------"
"","https://medium.com/@jasonfried"
"Jason Fried","https://m.signalvnoise.com/@jasonfried"
"Sheryl Sandberg’s Accidental Revolution","https://backchannel.com/sheryl-sandbergs-accidental-revolution-9fadfcf90d6d?source=topic---8------0-----------"
"","https://medium.com/@jessiwrites"
"Jessi Hempel","https://backchannel.com/@jessiwrites"
"Tough Luck Destroyers of Hillary Clinton: You Won the Battle, You Won’t Win the War","https://medium.com/@sashastone/tough-luck-destroyers-of-hillary-clinton-you-won-the-battle-you-wont-win-the-war-e4318c76f960?source=topic---8------1-----------"
"","https://medium.com/@sashastone"
"Here’s Why Juicero’s Press is So Expensive","https://blog.bolt.io/heres-why-juicero-s-press-is-so-expensive-6add74594e50?source=topic---8------2-----------"
"","https://medium.com/@BenEinstein"
"Ben Einstein","https://blog.bolt.io/@BenEinstein"
"Sign in / Sign up","https://medium.com/m/signin?redirect=https%3A%2F%2Fmedium.com%2Ftopic%2Feditors-picks"
"We spent months bracing and preparing for the death of our daughter.","https://medium.com/@royceyoung/we-spent-months-bracing-and-preparing-for-the-death-of-our-daughter-79f357dd254d?source=topic---8------0-----------"
"Ten Things That Have Come Out Of My Mouth About The “Ten Bands” Thing On Facebook","https://theawl.com/ten-things-that-have-come-out-of-my-mouth-about-the-ten-bands-thing-on-facebook-647b9ef2fcf1?source=topic---8------2-----------"
"","https://medium.com/@sarahlovescali"
"Three Things I Lost","https://medium.com/@priya_ebooks/three-things-i-lost-580108ca0a2c?source=topic---8------3-----------"
"Red Rover","https://medium.com/literati-magazine/red-rover-703e02a7f68c?source=topic---8------1-----------"
"","https://medium.com/@mramsburg85"
